player,salary,season,season_end,season_start,team
Donatas Motiejunas,1453520,2012-13,2013,2012,Houston Rockets
Donatas Motiejunas,1422720,2013-14,2014,2013,Houston Rockets
Donatas Motiejunas,1483920,2014-15,2015,2014,Houston Rockets
Donatas Motiejunas,2288205,2015-16,2016,2015,Houston Rockets
Donatas Motiejunas,576724,2016-17,2017,2016,New Orleans Pelicans
Hanno Mottola,316969,2000-01,2001,2000,Atlanta Hawks
Hanno Mottola,465850,2001-02,2002,2001,Atlanta Hawks
Arnett Moultrie,1042320,2012-13,2013,2012,Philadelphia 76ers
Arnett Moultrie,1089240,2013-14,2014,2013,Philadelphia 76ers
Arnett Moultrie,1136160,2014-15,2015,2014,New York Knicks
Alonzo Mourning,2400000,1992-93,1993,1992,Charlotte Hornets
Alonzo Mourning,3120000,1993-94,1994,1993,Charlotte Hornets
Alonzo Mourning,3840000,1994-95,1995,1994,Charlotte Hornets
Alonzo Mourning,4560000,1995-96,1996,1995,Miami Heat
Alonzo Mourning,9380000,1996-97,1997,1996,Miami Heat
Alonzo Mourning,11254800,1997-98,1998,1997,Miami Heat
Alonzo Mourning,13130000,1998-99,1999,1998,Miami Heat
Alonzo Mourning,15004800,1999-00,2000,1999,Miami Heat
Alonzo Mourning,16880000,2000-01,2001,2000,Miami Heat
Alonzo Mourning,18754800,2001-02,2002,2001,Miami Heat
Alonzo Mourning,20629800,2002-03,2003,2002,Miami Heat
Alonzo Mourning,4917000,2003-04,2004,2003,New Jersey Nets
Alonzo Mourning,5408700,2004-05,2005,2004,Toronto Raptors
Alonzo Mourning,4000000,2005-06,2006,2005,Toronto Raptors
Alonzo Mourning,1138500,2005-06,2006,2005,Miami Heat
Alonzo Mourning,4225433,2006-07,2007,2006,Toronto Raptors
Alonzo Mourning,2500000,2006-07,2007,2006,Miami Heat
Alonzo Mourning,2762500,2007-08,2008,2007,Miami Heat
Timofey Mozgov,3567096,2010-11,2011,2010,Denver Nuggets
Timofey Mozgov,3343896,2011-12,2012,2011,Denver Nuggets
Timofey Mozgov,3140429,2012-13,2013,2012,Denver Nuggets
Timofey Mozgov,4400000,2013-14,2014,2013,Denver Nuggets
Timofey Mozgov,4650000,2014-15,2015,2014,Cleveland Cavaliers
Timofey Mozgov,4950000,2015-16,2016,2015,Cleveland Cavaliers
Timofey Mozgov,16000000,2016-17,2017,2016,Los Angeles Lakers
Timofey Mozgov,15280000,2017-18,2018,2017,Brooklyn Nets
Emmanuel Mudiay,3102240,2015-16,2016,2015,Denver Nuggets
Emmanuel Mudiay,3241800,2016-17,2017,2016,Denver Nuggets
Emmanuel Mudiay,3381480,2017-18,2018,2017,New York Knicks
Shabazz Muhammad,1887120,2013-14,2014,2013,Minnesota Timberwolves
Shabazz Muhammad,1971960,2014-15,2015,2014,Minnesota Timberwolves
Shabazz Muhammad,2056920,2015-16,2016,2015,Minnesota Timberwolves
Shabazz Muhammad,3046299,2016-17,2017,2016,Minnesota Timberwolves
Shabazz Muhammad,1238616,2017-18,2018,2017,Minnesota Timberwolves
Shabazz Muhammad,324203,2017-18,2018,2017,Milwaukee Bucks
Byron Mullens,1120200,2009-10,2010,2009,Oklahoma City Thunder
Byron Mullens,1204200,2010-11,2011,2010,Oklahoma City Thunder
Byron Mullens,1288200,2011-12,2012,2011,Charlotte Bobcats
Byron Mullens,2253306,2012-13,2013,2012,Charlotte Bobcats
Byron Mullens,947907,2013-14,2014,2013,Los Angeles Clippers
Chris Mullin,500000,1985-86,1986,1985,Golden State Warriors
Chris Mullin,800000,1987-88,1988,1987,Golden State Warriors
Chris Mullin,700000,1988-89,1989,1988,Golden State Warriors
Chris Mullin,3330000,1989-90,1990,1989,Golden State Warriors
Chris Mullin,2850000,1990-91,1991,1990,Golden State Warriors
Chris Mullin,2844000,1991-92,1992,1991,Golden State Warriors
Chris Mullin,2844000,1992-93,1993,1992,Golden State Warriors
Chris Mullin,2844000,1993-94,1994,1993,Golden State Warriors
Chris Mullin,2844000,1994-95,1995,1994,Golden State Warriors
Chris Mullin,2844000,1995-96,1996,1995,Golden State Warriors
Chris Mullin,2844000,1996-97,1997,1996,Golden State Warriors
Chris Mullin,2941500,1997-98,1998,1997,Indiana Pacers
Chris Mullin,3510000,1998-99,1999,1998,Indiana Pacers
Chris Mullin,4079100,1999-00,2000,1999,Indiana Pacers
Chris Mullin,3650000,2000-01,2001,2000,Indiana Pacers
Chris Mullin,1000000,2000-01,2001,2000,Golden State Warriors
Todd Mundt,9660,1994-95,1995,1994,Milwaukee Bucks
Todd Mundt,225000,1995-96,1996,1995,Atlanta Hawks
Eric Murdock,600000,1991-92,1992,1991,Utah Jazz
Eric Murdock,700000,1992-93,1993,1992,Milwaukee Bucks
Eric Murdock,800000,1993-94,1994,1993,Milwaukee Bucks
Eric Murdock,1000000,1994-95,1995,1994,Milwaukee Bucks
Eric Murdock,2000000,1995-96,1996,1995,Vancouver Grizzlies
Eric Murdock,272250,1997-98,1998,1997,Miami Heat
Eric Murdock,1750000,1998-99,1999,1998,New Jersey Nets
Eric Murdock,1925000,1999-00,2000,1999,Los Angeles Clippers
Eric Murdock,2100000,2000-01,2001,2000,Detroit Pistons
Gheorghe Muresan,500000,1993-94,1994,1993,Washington Bullets
Gheorghe Muresan,1150000,1994-95,1995,1994,Washington Bullets
Gheorghe Muresan,1963000,1995-96,1996,1995,Washington Bullets
Gheorghe Muresan,2363000,1996-97,1997,1996,Washington Bullets
Gheorghe Muresan,1887500,1997-98,1998,1997,Washington Wizards
Gheorghe Muresan,475000,1998-99,1999,1998,New Jersey Nets
Gheorghe Muresan,510000,1999-00,2000,1999,New Jersey Nets
Erik Murphy,100000,2014-15,2015,2014,Boston Celtics
Jay Murphy,130000,1985-86,1986,1985,Los Angeles Clippers
Jay Murphy,150000,1987-88,1988,1987,Washington Bullets
Kevin Murphy,473604,2012-13,2013,2012,Utah Jazz
Kevin Murphy,65000,2014-15,2015,2014,Utah Jazz
Ronnie Murphy,191666,1987-88,1988,1987,Portland Trail Blazers
Tod Murphy,590000,1990-91,1991,1990,Minnesota Timberwolves
Tod Murphy,760000,1991-92,1992,1991,Minnesota Timberwolves
Tod Murphy,500000,1992-93,1993,1992,Houston Rockets
Tod Murphy,20000,1993-94,1994,1993,Detroit Pistons
Troy Murphy,1310400,2001-02,2002,2001,Golden State Warriors
Troy Murphy,1408680,2002-03,2003,2002,Golden State Warriors
Troy Murphy,1506960,2003-04,2004,2003,Golden State Warriors
Troy Murphy,2231808,2004-05,2005,2004,Golden State Warriors
Troy Murphy,7365079,2005-06,2006,2005,Golden State Warriors
Troy Murphy,8285714,2006-07,2007,2006,Indiana Pacers
Troy Murphy,9206349,2007-08,2008,2007,Indiana Pacers
Troy Murphy,10126984,2008-09,2009,2008,Indiana Pacers
Troy Murphy,11047619,2009-10,2010,2009,Indiana Pacers
Troy Murphy,11968253,2010-11,2011,2010,Golden State Warriors
Troy Murphy,1352181,2011-12,2012,2011,Los Angeles Lakers
Troy Murphy,214758,2012-13,2013,2012,Dallas Mavericks
Dejounte Murray,1180080,2016-17,2017,2016,San Antonio Spurs
Dejounte Murray,1312611,2017-18,2018,2017,San Antonio Spurs
Jamal Murray,3210840,2016-17,2017,2016,Denver Nuggets
Jamal Murray,3355320,2017-18,2018,2017,Denver Nuggets
Lamond Murray,2000000,1994-95,1995,1994,Los Angeles Clippers
Lamond Murray,2400000,1995-96,1996,1995,Los Angeles Clippers
Lamond Murray,2700000,1996-97,1997,1996,Los Angeles Clippers
Lamond Murray,2900000,1997-98,1998,1997,Los Angeles Clippers
Lamond Murray,3500000,1998-99,1999,1998,Los Angeles Clippers
Lamond Murray,3000000,1999-00,2000,1999,Cleveland Cavaliers
Lamond Murray,3380000,2000-01,2001,2000,Cleveland Cavaliers
Lamond Murray,3750000,2001-02,2002,2001,Cleveland Cavaliers
Lamond Murray,4125000,2002-03,2003,2002,Toronto Raptors
Lamond Murray,4500000,2003-04,2004,2003,Toronto Raptors
Lamond Murray,4875000,2004-05,2005,2004,Toronto Raptors
Lamond Murray,5250000,2005-06,2006,2005,Toronto Raptors
Lamond Murray,1138500,2005-06,2006,2005,New Jersey Nets
Ronald Murray,349458,2002-03,2003,2002,Milwaukee Bucks
Ronald Murray,563679,2003-04,2004,2003,Seattle SuperSonics
Ronald Murray,695046,2004-05,2005,2004,Seattle SuperSonics
Ronald Murray,895248,2005-06,2006,2005,Seattle SuperSonics
Ronald Murray,1750000,2006-07,2007,2006,Detroit Pistons
Ronald Murray,1890000,2007-08,2008,2007,Detroit Pistons
Ronald Murray,1500000,2008-09,2009,2008,Atlanta Hawks
Ronald Murray,1990000,2009-10,2010,2009,Chicago Bulls
Tracy Murray,725000,1992-93,1993,1992,Portland Trail Blazers
Tracy Murray,943000,1993-94,1994,1993,Portland Trail Blazers
Tracy Murray,1160000,1994-95,1995,1994,Portland Trail Blazers
Tracy Murray,250000,1995-96,1996,1995,Toronto Raptors
Tracy Murray,1700000,1996-97,1997,1996,Washington Bullets
Tracy Murray,2040000,1997-98,1998,1997,Washington Wizards
Tracy Murray,2380000,1998-99,1999,1998,Washington Wizards
Tracy Murray,2720000,1999-00,2000,1999,Washington Wizards
Tracy Murray,3060000,2000-01,2001,2000,Denver Nuggets
Tracy Murray,3400000,2001-02,2002,2001,Toronto Raptors
Tracy Murray,3740000,2002-03,2003,2002,Los Angeles Lakers
Tracy Murray,143537,2003-04,2004,2003,Portland Trail Blazers
Toure' Murry,250000,2014-15,2015,2014,Utah Jazz
Toure' Murry,96056,2014-15,2015,2014,Washington Wizards
Mike Muscala,816482,2014-15,2015,2014,Atlanta Hawks
Mike Muscala,947276,2015-16,2016,2015,Atlanta Hawks
Mike Muscala,1015696,2016-17,2017,2016,Atlanta Hawks
Mike Muscala,5000000,2017-18,2018,2017,Atlanta Hawks
Jerrod Mustaf,565000,1990-91,1991,1990,New York Knicks
Jerrod Mustaf,735000,1991-92,1992,1991,Phoenix Suns
Jerrod Mustaf,904000,1992-93,1993,1992,Phoenix Suns
Jerrod Mustaf,1073000,1993-94,1994,1993,Phoenix Suns
Dikembe Mutombo,2005000,1991-92,1992,1991,Denver Nuggets
Dikembe Mutombo,2400000,1992-93,1993,1992,Denver Nuggets
Dikembe Mutombo,3000000,1993-94,1994,1993,Denver Nuggets
Dikembe Mutombo,3100000,1994-95,1995,1994,Denver Nuggets
Dikembe Mutombo,3250000,1995-96,1996,1995,Denver Nuggets
Dikembe Mutombo,8013000,1996-97,1997,1996,Atlanta Hawks
Dikembe Mutombo,9615187,1997-98,1998,1997,Atlanta Hawks
Dikembe Mutombo,11218000,1998-99,1999,1998,Atlanta Hawks
Dikembe Mutombo,12820249,1999-00,2000,1999,Atlanta Hawks
Dikembe Mutombo,14400000,2000-01,2001,2000,Atlanta Hawks
Dikembe Mutombo,14315790,2001-02,2002,2001,Philadelphia 76ers
Dikembe Mutombo,16105264,2002-03,2003,2002,New Jersey Nets
Dikembe Mutombo,13626624,2003-04,2004,2003,New Jersey Nets
Dikembe Mutombo,4087667,2003-04,2004,2003,New York Knicks
Dikembe Mutombo,14989285,2004-05,2005,2004,New Jersey Nets
Dikembe Mutombo,4496434,2004-05,2005,2004,Houston Rockets
Dikembe Mutombo,2000000,2005-06,2006,2005,Houston Rockets
Dikembe Mutombo,2210000,2006-07,2007,2006,Houston Rockets
Dikembe Mutombo,1219590,2007-08,2008,2007,Houston Rockets
Dikembe Mutombo,794491,2008-09,2009,2008,Houston Rockets
Martin Muursepp,401000,1996-97,1997,1996,Miami Heat
Martin Muursepp,675120,1997-98,1998,1997,Dallas Mavericks
Martin Muursepp,763200,1998-99,1999,1998,Chicago Bulls
Pete Myers,75000,1987-88,1988,1987,San Antonio Spurs
Pete Myers,150000,1993-94,1994,1993,Chicago Bulls
Pete Myers,545000,1994-95,1995,1994,Chicago Bulls
Pete Myers,600000,1995-96,1996,1995,Miami Heat
Pete Myers,272250,1997-98,1998,1997,New York Knicks
Hamady N'Diaye,473604,2010-11,2011,2010,Washington Wizards
Hamady N'Diaye,270427,2011-12,2012,2011,Washington Wizards
Makhtar N'Diaye,287500,1998-99,1999,1998,Vancouver Grizzlies
Makhtar N'Diaye,385000,1999-00,2000,1999,Orlando Magic
Mamadou N'Diaye,737880,2000-01,2001,2000,Denver Nuggets
Mamadou N'Diaye,793200,2001-02,2002,2001,Toronto Raptors
Mamadou N'Diaye,848520,2002-03,2003,2002,Toronto Raptors
Mamadou N'Diaye,750000,2004-05,2005,2004,Los Angeles Clippers
Boniface N'Dong,398762,2005-06,2006,2005,Los Angeles Clippers
Boniface N'Dong,839209,2006-07,2007,2006,Los Angeles Clippers
Bostjan Nachbar,1224000,2002-03,2003,2002,Houston Rockets
Bostjan Nachbar,1396440,2003-04,2004,2003,Houston Rockets
Bostjan Nachbar,1493880,2004-05,2005,2004,Houston Rockets
Bostjan Nachbar,2500000,2005-06,2006,2005,New Orleans/Oklahoma City Hornets
Bostjan Nachbar,2500000,2006-07,2007,2006,New Jersey Nets
Bostjan Nachbar,2500000,2007-08,2008,2007,New Jersey Nets
Abdel Nader,1167333,2017-18,2018,2017,Boston Celtics
Lee Nailon,316969,2000-01,2001,2000,Charlotte Hornets
Lee Nailon,465850,2001-02,2002,2001,Charlotte Hornets
Lee Nailon,587435,2002-03,2003,2002,New York Knicks
Lee Nailon,745046,2004-05,2005,2004,New Orleans Hornets
Lee Nailon,835810,2005-06,2006,2005,Philadelphia 76ers
Eduardo Najera,316969,2000-01,2001,2000,Dallas Mavericks
Eduardo Najera,465850,2001-02,2002,2001,Dallas Mavericks
Eduardo Najera,3047620,2002-03,2003,2002,Dallas Mavericks
Eduardo Najera,3428572,2003-04,2004,2003,Dallas Mavericks
Eduardo Najera,3809524,2004-05,2005,2004,Golden State Warriors
Eduardo Najera,4190476,2005-06,2006,2005,Denver Nuggets
Eduardo Najera,4571428,2006-07,2007,2006,Denver Nuggets
Eduardo Najera,4952380,2007-08,2008,2007,Denver Nuggets
Eduardo Najera,3250000,2008-09,2009,2008,New Jersey Nets
Eduardo Najera,3100000,2009-10,2010,2009,Dallas Mavericks
Eduardo Najera,3000000,2010-11,2011,2010,Charlotte Bobcats
Eduardo Najera,2750000,2011-12,2012,2011,Charlotte Bobcats
Larry Nance,400000,1984-85,1985,1984,Phoenix Suns
Larry Nance,500000,1985-86,1986,1985,Phoenix Suns
Larry Nance,625000,1987-88,1988,1987,Cleveland Cavaliers
Larry Nance,800000,1988-89,1989,1988,Cleveland Cavaliers
Larry Nance,1000000,1989-90,1990,1989,Cleveland Cavaliers
Larry Nance,1260000,1990-91,1991,1990,Cleveland Cavaliers
Larry Nance,1363000,1991-92,1992,1991,Cleveland Cavaliers
Larry Nance,2775000,1992-93,1993,1992,Cleveland Cavaliers
Larry Nance,2840000,1993-94,1994,1993,Cleveland Cavaliers
Larry Nance Jr.,1155600,2015-16,2016,2015,Los Angeles Lakers
Larry Nance Jr.,1207680,2016-17,2017,2016,Los Angeles Lakers
Larry Nance Jr.,1471382,2017-18,2018,2017,Cleveland Cavaliers
Shabazz Napier,1238640,2014-15,2015,2014,Miami Heat
Shabazz Napier,1294440,2015-16,2016,2015,Orlando Magic
Shabazz Napier,1350120,2016-17,2017,2016,Portland Trail Blazers
Shabazz Napier,2361360,2017-18,2018,2017,Portland Trail Blazers
Steve Nash,916000,1996-97,1997,1996,Phoenix Suns
Steve Nash,1053360,1997-98,1998,1997,Phoenix Suns
Steve Nash,1190760,1998-99,1999,1998,Dallas Mavericks
Steve Nash,5500000,1999-00,2000,1999,Dallas Mavericks
Steve Nash,5500000,2000-01,2001,2000,Dallas Mavericks
Steve Nash,5750000,2001-02,2002,2001,Dallas Mavericks
Steve Nash,5750000,2002-03,2003,2002,Dallas Mavericks
Steve Nash,5750000,2003-04,2004,2003,Dallas Mavericks
Steve Nash,8750000,2004-05,2005,2004,Phoenix Suns
Steve Nash,9625000,2005-06,2006,2005,Phoenix Suns
Steve Nash,10500000,2006-07,2007,2006,Phoenix Suns
Steve Nash,11375000,2007-08,2008,2007,Phoenix Suns
Steve Nash,12250000,2008-09,2009,2008,Phoenix Suns
Steve Nash,13125000,2009-10,2010,2009,Phoenix Suns
Steve Nash,10310938,2010-11,2011,2010,Phoenix Suns
Steve Nash,11689062,2011-12,2012,2011,Phoenix Suns
Steve Nash,8900000,2012-13,2013,2012,Los Angeles Lakers
Steve Nash,9300500,2013-14,2014,2013,Los Angeles Lakers
Steve Nash,9701000,2014-15,2015,2014,Los Angeles Lakers
Calvin Natt,708000,1984-85,1985,1984,Denver Nuggets
Calvin Natt,758000,1985-86,1986,1985,Denver Nuggets
Calvin Natt,808000,1987-88,1988,1987,Denver Nuggets
Calvin Natt,408000,1988-89,1989,1988,Denver Nuggets
Juan Carlos Navarro,538090,2007-08,2008,2007,Memphis Grizzlies
Maurice Ndour,525094,2015-16,2016,2015,Dallas Mavericks
Maurice Ndour,543471,2016-17,2017,2016,New York Knicks
Maurice Ndour,437318,2016-17,2017,2016,Dallas Mavericks
Craig Neal,100000,1988-89,1989,1988,Portland Trail Blazers
Gary Neal,525000,2010-11,2011,2010,San Antonio Spurs
Gary Neal,762195,2011-12,2012,2011,San Antonio Spurs
Gary Neal,854389,2012-13,2013,2012,San Antonio Spurs
Gary Neal,3250000,2013-14,2014,2013,Milwaukee Bucks
Gary Neal,3250000,2014-15,2015,2014,Minnesota Timberwolves
Gary Neal,2100000,2015-16,2016,2015,Washington Wizards
Gary Neal,72193,2016-17,2017,2016,Atlanta Hawks
Ed Nealy,100000,1987-88,1988,1987,San Antonio Spurs
Ed Nealy,150000,1988-89,1989,1988,Phoenix Suns
Ed Nealy,550000,1990-91,1991,1990,Phoenix Suns
Ed Nealy,650000,1991-92,1992,1991,Phoenix Suns
Ed Nealy,800000,1992-93,1993,1992,Phoenix Suns
Nemanja Nedovic,1056720,2013-14,2014,2013,Golden State Warriors
Nemanja Nedovic,1104240,2014-15,2015,2014,Golden State Warriors
DeMarcus Nelson,182047,2008-09,2009,2008,Golden State Warriors
Jameer Nelson,1106160,2004-05,2005,2004,Orlando Magic
Jameer Nelson,1189200,2005-06,2006,2005,Orlando Magic
Jameer Nelson,1272120,2006-07,2007,2006,Orlando Magic
Jameer Nelson,1961609,2007-08,2008,2007,Orlando Magic
Jameer Nelson,7700000,2008-09,2009,2008,Orlando Magic
Jameer Nelson,6138888,2009-10,2010,2009,Orlando Magic
Jameer Nelson,7800000,2010-11,2011,2010,Orlando Magic
Jameer Nelson,7800000,2011-12,2012,2011,Orlando Magic
Jameer Nelson,8600000,2012-13,2013,2012,Orlando Magic
Jameer Nelson,8600000,2013-14,2014,2013,Orlando Magic
Jameer Nelson,2732000,2014-15,2015,2014,Denver Nuggets
Jameer Nelson,4500000,2015-16,2016,2015,Denver Nuggets
Jameer Nelson,4540525,2016-17,2017,2016,Denver Nuggets
Jameer Nelson,4736050,2017-18,2018,2017,Denver Nuggets
Jameer Nelson,1429818,2017-18,2018,2017,Detroit Pistons
Ruben Nembhard,50000,1997-98,1998,1997,Miami Heat
Tyrone Nesby,287500,1998-99,1999,1998,Los Angeles Clippers
Tyrone Nesby,2716667,1999-00,2000,1999,Los Angeles Clippers
Tyrone Nesby,2990000,2000-01,2001,2000,Washington Wizards
Tyrone Nesby,3260000,2001-02,2002,2001,Washington Wizards
Rasho Nesterovic,1050240,1999-00,2000,1999,Minnesota Timberwolves
Rasho Nesterovic,1123560,2000-01,2001,2000,Minnesota Timberwolves
Rasho Nesterovic,1725788,2001-02,2002,2001,Minnesota Timberwolves
Rasho Nesterovic,2436813,2002-03,2003,2002,Minnesota Timberwolves
Rasho Nesterovic,5600000,2003-04,2004,2003,San Antonio Spurs
Rasho Nesterovic,6160000,2004-05,2005,2004,San Antonio Spurs
Rasho Nesterovic,6720000,2005-06,2006,2005,San Antonio Spurs
Rasho Nesterovic,7280000,2006-07,2007,2006,Toronto Raptors
Rasho Nesterovic,7840000,2007-08,2008,2007,Toronto Raptors
Rasho Nesterovic,8400000,2008-09,2009,2008,Indiana Pacers
Rasho Nesterovic,1990000,2009-10,2010,2009,Toronto Raptors
Raul Neto,1000000,2015-16,2016,2015,Utah Jazz
Raul Neto,937800,2016-17,2017,2016,Utah Jazz
Raul Neto,1471382,2017-18,2018,2017,Utah Jazz
Chuck Nevitt,70000,1985-86,1986,1985,Detroit Pistons
Chuck Nevitt,160000,1987-88,1988,1987,Detroit Pistons
Chuck Nevitt,200000,1988-89,1989,1988,Houston Rockets
Chuck Nevitt,118000,1991-92,1992,1991,Chicago Bulls
Ivano Newbill,150000,1994-95,1995,1994,Detroit Pistons
Ivano Newbill,247500,1996-97,1997,1996,Atlanta Hawks
Ivano Newbill,272250,1997-98,1998,1997,Vancouver Grizzlies
Ira Newble,316969,2000-01,2001,2000,San Antonio Spurs
Ira Newble,587435,2002-03,2003,2002,Atlanta Hawks
Ira Newble,2458500,2003-04,2004,2003,Cleveland Cavaliers
Ira Newble,2704350,2004-05,2005,2004,Cleveland Cavaliers
Ira Newble,2950200,2005-06,2006,2005,Cleveland Cavaliers
Ira Newble,3196050,2006-07,2007,2006,Cleveland Cavaliers
Ira Newble,3441900,2007-08,2008,2007,Seattle SuperSonics
Johnny Newman,275000,1987-88,1988,1987,New York Knicks
Johnny Newman,525000,1988-89,1989,1988,New York Knicks
Johnny Newman,1200000,1990-91,1991,1990,Charlotte Hornets
Johnny Newman,1206000,1991-92,1992,1991,Charlotte Hornets
Johnny Newman,1175000,1992-93,1993,1992,Charlotte Hornets
Johnny Newman,1435000,1993-94,1994,1993,New Jersey Nets
Johnny Newman,300000,1994-95,1995,1994,Milwaukee Bucks
Johnny Newman,1100000,1995-96,1996,1995,Milwaukee Bucks
Johnny Newman,1225000,1996-97,1997,1996,Milwaukee Bucks
Johnny Newman,1325000,1997-98,1998,1997,Denver Nuggets
Johnny Newman,1000000,1998-99,1999,1998,Cleveland Cavaliers
Johnny Newman,1100000,1999-00,2000,1999,New Jersey Nets
Johnny Newman,2000000,2000-01,2001,2000,New Jersey Nets
Johnny Newman,1675000,2001-02,2002,2001,Phoenix Suns
Johnny Newman,1000000,2001-02,2002,2001,Dallas Mavericks
Demetris Nichols,427163,2007-08,2008,2007,Chicago Bulls
Demetris Nichols,87893,2008-09,2009,2008,Chicago Bulls
Andrew Nicholson,1418160,2012-13,2013,2012,Orlando Magic
Andrew Nicholson,1482000,2013-14,2014,2013,Orlando Magic
Andrew Nicholson,1545840,2014-15,2015,2014,Orlando Magic
Andrew Nicholson,2380594,2015-16,2016,2015,Orlando Magic
Andrew Nicholson,6088993,2016-17,2017,2016,Brooklyn Nets
Andrew Nicholson,2844429,2017-18,2018,2017,Portland Trail Blazers
Gaylon Nickerson,152900,1996-97,1997,1996,San Antonio Spurs
Kurt Nimphius,250000,1984-85,1985,1984,Dallas Mavericks
Kurt Nimphius,225000,1985-86,1986,1985,Los Angeles Clippers
Kurt Nimphius,310000,1987-88,1988,1987,San Antonio Spurs
Norm Nixon,408000,1984-85,1985,1984,Los Angeles Clippers
Norm Nixon,650000,1985-86,1986,1985,Los Angeles Clippers
Norm Nixon,985000,1987-88,1988,1987,Los Angeles Clippers
Norm Nixon,985000,1988-89,1989,1988,Los Angeles Clippers
Joakim Noah,2135400,2007-08,2008,2007,Chicago Bulls
Joakim Noah,2295480,2008-09,2009,2008,Chicago Bulls
Joakim Noah,2455680,2009-10,2010,2009,Chicago Bulls
Joakim Noah,3128536,2010-11,2011,2010,Chicago Bulls
Joakim Noah,12000000,2011-12,2012,2011,Chicago Bulls
Joakim Noah,11300000,2012-13,2013,2012,Chicago Bulls
Joakim Noah,11100000,2013-14,2014,2013,Chicago Bulls
Joakim Noah,12200000,2014-15,2015,2014,Chicago Bulls
Joakim Noah,13400000,2015-16,2016,2015,Chicago Bulls
Joakim Noah,17000000,2016-17,2017,2016,New York Knicks
Joakim Noah,17765000,2017-18,2018,2017,New York Knicks
Andres Nocioni,2525000,2004-05,2005,2004,Chicago Bulls
Andres Nocioni,2775000,2005-06,2006,2005,Chicago Bulls
Andres Nocioni,3950000,2006-07,2007,2006,Chicago Bulls
Andres Nocioni,8500000,2007-08,2008,2007,Chicago Bulls
Andres Nocioni,8000000,2008-09,2009,2008,Sacramento Kings
Andres Nocioni,7500000,2009-10,2010,2009,Sacramento Kings
Andres Nocioni,6850000,2010-11,2011,2010,Philadelphia 76ers
Andres Nocioni,6650000,2011-12,2012,2011,Philadelphia 76ers
